DBN,School Name,Supportive Environment Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+ %,% Tested
03M009,P.S. 009 Sarah Anderson,4,4,4,4,4,4,4,4,4,4,4,0.025,0.188,0.003,0.201,0.08199999999999999,0.14,0.087,0.05,0.18100000000000002,0.596,3.0,0.805,0.956,0.091,0.9590000000000001,4.81,4.83,4.82,4.69,4.8,Manhattan,3,3.284671545,15.6934309,42.33576584,38.68613052,81.02189636,0.4559068219633943
03M054,J.H.S. 054 Booker T. Washington,4,4,4,3,4,4,4,3,3,3,3,0.011000000000000001,0.11699999999999999,0.036000000000000004,0.226,0.025,0.14,0.107,0.085,0.149,0.579,13.3,0.731,0.965,0.05,0.9790000000000001,3.78,3.64,3.71,3.77,3.52,Manhattan,3,3.545232296,5.50122261,20.1711483,70.78239441,90.95354462,0.960093896713615
03M075,P.S. 075 Emily Dickinson,3,3,3,4,3,4,3,4,3,4,3,0.154,0.4,0.075,0.691,0.207,0.598,0.021,0.214,0.5820000000000001,0.14300000000000002,21.3,0.77,0.9309999999999999,0.223,0.965,3.78,3.64,3.71,3.77,3.65,Manhattan,3,20.0819664,30.73770523,38.93442535,10.24590206,49.18032837,0.4357142857142857
03M076,P.S. 076 A. Philip Randolph,3,4,3,3,4,3,4,4,3,3,3,0.094,0.264,0.062,0.92,0.349,0.858,0.005,0.75,0.213,0.03,15.0,0.857,0.8809999999999999,0.493,0.965,3.66,3.86,4.06,4.09,4.24,Manhattan,3,38.49206161,37.69841385,21.03174591,2.777777672,23.80952454,0.5779816513761468
03M084,P.S. 084 Lillian Weber,3,3,3,3,4,4,4,4,4,4,4,0.085,0.16699999999999998,0.067,0.479,0.114,0.35200000000000004,0.036000000000000004,0.091,0.385,0.439,2.8,0.615,0.9390000000000001,0.182,0.973,4.58,3.64,3.59,4.06,3.81,Manhattan,3,15.06276131,17.57322121,35.56485367,31.79916382,67.36401367,0.4337568058076225
03M087,P.S. 087 William Sherman,3,4,3,3,4,4,4,4,4,4,3,0.028999999999999998,0.204,0.009000000000000001,0.128,0.024,0.083,0.073,0.04,0.14,0.644,8.9,0.841,0.9590000000000001,0.066,0.985,3.65,3.68,3.93,4.53,3.09,Manhattan,3,2.278481007,14.93670845,41.77215195,41.01265717,82.78481293,0.459837019790454
03M145,"P.S. 145, The Bloomingdale School",2,3,3,3,3,3,3,3,3,3,3,0.14800000000000002,0.281,0.107,0.8740000000000001,0.342,0.812,0.02,0.261,0.635,0.064,4.7,0.595,0.9,0.387,0.982,3.06,3.32,3.07,3.7,2.67,Manhattan,3,44.85293961,33.08823395,19.85294151,2.205882311,22.05882263,0.39420289855072466
03M149,P.S. 149 Sojourner Truth,3,3,3,3,3,3,3,3,3,3,3,0.166,0.267,0.09699999999999999,0.946,0.28600000000000003,0.889,0.023,0.618,0.3,0.037000000000000005,3.0,0.348,0.9279999999999999,0.278,0.9390000000000001,3.78,3.64,3.71,3.77,3.0,Manhattan,3,42.64706039,36.76470566,16.91176414,3.676470518,20.58823586,0.6267281105990783
03M163,P.S. 163 Alfred E. Smith,2,4,3,3,3,4,3,4,3,4,3,0.062,0.188,0.004,0.522,0.111,0.41700000000000004,0.055999999999999994,0.16899999999999998,0.426,0.3,5.9,0.841,0.938,0.21100000000000002,0.966,3.89,3.46,3.85,4.09,3.01,Manhattan,3,10.94339657,26.79245377,38.86792374,23.39622688,62.26415253,0.4971857410881801
03M165,P.S. 165 Robert E. Simon,2,4,3,3,3,3,3,3,3,3,3,0.145,0.225,0.049,0.733,0.25,0.616,0.047,0.145,0.614,0.17300000000000001,6.5,0.5539999999999999,0.909,0.361,0.965,3.52,3.48,3.9,4.1,3.5,Manhattan,3,28.44036674,28.44036674,29.0519886,14.06727791,43.11926651,0.5706806282722513
03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,4,3,3,3,3,3,4,4,4,3,0.027999999999999997,0.114,0.003,0.192,0.042,0.13699999999999998,0.12,0.051,0.16399999999999998,0.569,5.8,0.8809999999999999,0.9590000000000001,0.055999999999999994,0.9740000000000001,3.42,3.38,3.95,4.07,2.43,Manhattan,3,4.887217999,8.270676613,32.70676804,54.13533783,86.84210205,0.4104938271604938
03M180,P.S. 180 Hugo Newman,2,3,2,3,3,3,3,3,3,3,3,0.08199999999999999,0.193,0.002,0.741,0.171,0.639,0.022000000000000002,0.541,0.312,0.078,0.8,0.674,0.9209999999999999,0.244,0.958,3.78,3.64,3.71,3.77,1.95,Manhattan,3,25.45454597,37.81818008,26.18181801,10.54545498,36.72727203,0.5952380952380952
03M191,The Riverside School for Makers and Artists,3,3,3,3,3,3,3,3,3,3,3,0.106,0.32,0.115,0.7909999999999999,0.248,0.698,0.05,0.345,0.505,0.079,3.9,0.708,0.91,0.36,0.9670000000000001,3.48,3.47,3.44,4.09,3.76,Manhattan,3,36.84210587,29.14979744,25.506073,8.502024651,34.0080986,0.5563063063063063
03M199,P.S. 199 Jessie Isador Straus,3,4,4,4,3,4,4,4,4,4,4,0.015,0.185,0.018000000000000002,0.10400000000000001,0.011000000000000001,0.057,0.145,0.039,0.099,0.639,3.8,0.846,0.963,0.047,0.953,4.21,2.83,4.86,4.22,2.92,Manhattan,3,1.860465169,12.79069805,31.1627903,54.1860466,85.34883881,0.5070754716981132
03M241,STEM Institute of Manhattan,3,3,2,2,2,2,4,4,4,4,4,0.172,0.336,0.08199999999999999,0.9009999999999999,0.26899999999999996,0.851,0.03,0.537,0.32799999999999996,0.09,3.7,0.47100000000000003,0.919,0.32,0.971,1.99,2.54,2.4,3.01,2.73,Manhattan,3,26.98412704,46.03174591,20.63492012,6.349206448,26.98412704,0.4701492537313433
03M242,P.S. 242 - The Young Diplomats Magnet Academy,2,3,3,3,3,3,3,3,3,3,3,0.039,0.316,0.059000000000000004,0.894,0.36200000000000004,0.836,0.006999999999999999,0.5920000000000001,0.342,0.02,10.5,0.8420000000000001,0.893,0.465,0.96,3.13,3.37,3.4,3.93,3.56,Manhattan,3,27.53623199,42.02898407,15.942029,14.49275398,30.43478203,0.45394736842105265
03M243,M.S. 243 Center School,4,3,3,3,4,3,4,4,3,3,4,0.0,0.166,0.0,0.22899999999999998,0.017,0.11900000000000001,0.064,0.102,0.191,0.5660000000000001,16.1,0.9229999999999999,0.9740000000000001,0.021,0.9940000000000001,3.94,4.38,3.84,4.23,4.47,Manhattan,3,0.4587155879,5.045871735,27.98165131,66.51376343,94.49541473,0.9276595744680851
03M245,M.S. M245 The Computer School,4,4,4,3,4,4,4,4,4,4,4,0.02,0.193,0.015,0.327,0.03,0.243,0.08,0.12300000000000001,0.273,0.478,12.8,0.862,0.9620000000000001,0.07200000000000001,0.986,4.11,2.9,4.35,4.17,3.6,Manhattan,3,3.314917088,11.87845325,38.397789,46.40884018,84.806633,0.905
03M247,M.S. M247 Dual Language Middle School,4,4,3,4,4,4,4,4,4,4,4,0.242,0.278,0.005,0.86,0.141,0.8029999999999999,0.0,0.01,0.97,0.02,0.9,0.7140000000000001,0.9540000000000001,0.135,0.966,4.49,4.03,4.45,4.46,4.35,Manhattan,3,15.47619057,30.95238113,38.69047546,14.88095284,53.57143021,0.8484848484848485
03M250,M.S. 250 West Side Collaborative Middle School,3,3,3,3,4,4,4,4,4,4,4,0.067,0.292,0.0,0.745,0.152,0.629,0.011000000000000001,0.298,0.528,0.107,4.4,0.882,0.922,0.281,0.953,4.83,4.64,3.43,4.2,4.08,Manhattan,3,31.33333397,42,19.33333397,7.333333492,26.66666603,0.8426966292134831
03M256,Lafayette Academy,3,3,3,3,3,3,3,3,3,3,3,0.159,0.239,0.0,0.833,0.24600000000000002,0.725,0.013999999999999999,0.493,0.355,0.10099999999999999,4.0,0.722,0.9109999999999999,0.28600000000000003,0.963,3.93,3.87,3.62,3.98,4.34,Manhattan,3,21.84873962,26.05042076,32.77310944,19.32773018,52.10084152,0.8623188405797102
03M258,Community Action School - MS 258,3,4,3,3,4,4,4,4,4,4,4,0.04,0.26,0.031,0.7490000000000001,0.22,0.619,0.013000000000000001,0.426,0.466,0.09,0.9,0.81,0.934,0.231,0.977,4.72,4.62,3.95,4.15,4.05,Manhattan,3,16.39344215,39.89070892,28.96174812,14.75409794,43.71584702,0.820627802690583
03M291,West End Secondary School,4,4,4,4,4,3,4,4,4,4,4,0.009000000000000001,0.218,0.003,0.2,0.038,0.124,0.083,0.059000000000000004,0.18899999999999997,0.631,3.0,0.391,0.9670000000000001,0.05,0.972,3.75,4.2,4.8,4.48,4.25,Manhattan,3,2.580645084,13.87096786,37.41935349,46.12903214,83.54838562,0.9144542772861357
03M333,P.S. 333 Manhattan School for Children,3,3,4,4,4,4,4,3,3,3,3,0.023,0.19899999999999998,0.003,0.301,0.028999999999999998,0.16699999999999998,0.061,0.114,0.179,0.588,4.4,0.8370000000000001,0.943,0.166,0.9670000000000001,3.03,2.64,3.99,4.36,2.44,Manhattan,3,4.589372158,19.08212471,41.06280136,35.26570129,76.32849884,0.549800796812749
03M334,The Anderson School,4,4,4,4,4,4,4,4,4,4,4,0.002,0.065,0.0,0.14400000000000002,0.004,0.06,0.268,0.027999999999999997,0.08900000000000001,0.512,8.8,0.7040000000000001,0.971,0.031,0.9690000000000001,3.66,2.66,4.66,4.53,3.23,Manhattan,3,0.5763688684,2.017291069,17.002882,80.40345764,97.40634155,0.6461824953445066
03M415,Wadleigh Secondary School for the Performing & Vis,3,2,2,2,2,2,2,3,3,3,2,0.068,0.27,0.013999999999999999,0.9179999999999999,0.297,0.838,0.0,0.486,0.45899999999999996,0.013999999999999999,3.0,0.813,0.912,0.32899999999999996,0.941,3.78,3.64,3.71,3.77,3.26,Manhattan,3,33.33333206,36.84210587,24.56140327,5.263157845,29.82456207,0.7702702702702703
03M421,West Prep Academy,3,3,3,3,4,4,4,4,4,4,4,0.064,0.335,0.064,0.8190000000000001,0.177,0.7390000000000001,0.005,0.596,0.365,0.02,4.2,0.632,0.9009999999999999,0.336,0.9620000000000001,4.47,4.13,3.54,3.95,3.95,Manhattan,3,14.20118332,38.46154022,34.31952667,13.01775169,47.33727646,0.8325123152709359
03M452,P.S. 452,3,4,3,3,4,4,4,4,4,4,4,0.043,0.209,0.004,0.28800000000000003,0.05,0.209,0.08900000000000001,0.128,0.163,0.574,8.0,0.778,0.9470000000000001,0.145,0.9690000000000001,4.52,3.72,4.07,4.38,3.9,Manhattan,3,5.217391491,13.91304302,29.56521797,51.30434799,80.86956787,0.4078014184397163
03M859,Special Music School,4,4,4,4,4,4,4,4,4,4,4,0.0,0.111,0.0,0.204,0.006999999999999999,0.07400000000000001,0.156,0.096,0.10400000000000001,0.511,8.2,0.636,0.956,0.08900000000000001,0.975,4.34,3.15,4.77,4.07,3.81,Manhattan,3,0,1.265822768,16.45569611,82.27848053,98.73417664,0.5851851851851851
03M860,Frederick Douglass Academy II Secondary School,3,3,2,3,4,3,4,3,3,3,3,0.098,0.488,0.073,0.8809999999999999,0.268,0.78,0.0,0.61,0.317,0.024,7.9,0.32299999999999995,0.882,0.396,0.971,2.34,2.76,2.6,2.7,2.33,Manhattan,3,32.35293961,38.23529434,23.52941132,5.882352829,29.41176414,0.8292682926829268
03M862,Mott Hall II,4,4,3,4,4,4,4,4,4,4,4,0.02,0.237,0.032,0.595,0.126,0.465,0.044000000000000004,0.26899999999999996,0.433,0.193,5.4,0.682,0.966,0.064,0.986,4.52,4.8,4.32,4.36,4.11,Manhattan,3,2.980132341,29.13907242,34.76821136,33.11258316,67.88079834,0.8830409356725146
04M007,P.S. 007 Samuel Stern,2,3,3,4,3,3,4,4,4,4,4,0.139,0.276,0.042,0.941,0.303,0.872,0.027000000000000003,0.285,0.644,0.024,1.1,0.848,0.895,0.391,0.973,3.17,2.63,3.67,2.57,2.82,Manhattan,4,23.18840599,37.68115997,30.43478203,8.695652008,39.13043594,0.6142433234421365
04M012,Tag Young Scholars,4,4,4,4,4,3,4,4,4,4,4,0.0,0.046,0.0,0.419,0.027000000000000003,0.264,0.38799999999999996,0.18600000000000003,0.17,0.153,13.8,0.619,0.9690000000000001,0.046,0.971,3.05,2.74,4.76,3.89,2.5,Manhattan,4,0.75,3,18.75,77.5,96.25,0.6814310051107325
04M037,River East Elementary,3,3,4,4,4,4,4,4,4,4,4,0.051,0.28600000000000003,0.023,0.877,0.263,0.754,0.0,0.41100000000000003,0.526,0.046,2.0,0.789,0.915,0.35700000000000004,0.968,4.67,4.46,4.35,4.49,4.8,Manhattan,4,18.42105293,22.36842155,44.73684311,14.47368431,59.21052551,0.4342857142857143
04M038,P.S. 38 Roberto Clemente,2,3,3,3,3,4,3,4,4,3,3,0.166,0.364,0.11800000000000001,0.937,0.41200000000000003,0.872,0.053,0.31,0.615,0.016,4.9,0.619,0.893,0.46799999999999997,0.9670000000000001,3.56,3.91,3.39,3.33,3.45,Manhattan,4,53.93258286,31.46067429,11.23595524,3.370786428,14.60674191,0.47593582887700536
04M057,James Weldon Johnson,3,3,3,3,3,3,3,3,3,3,3,0.109,0.285,0.079,0.937,0.316,0.85,0.036000000000000004,0.262,0.6729999999999999,0.017,0.3,0.706,0.914,0.32899999999999996,0.966,3.78,3.64,3.71,3.77,3.37,Manhattan,4,31.94444466,36.70634842,23.80952454,7.539682388,31.34920692,0.6445012787723785
04M072,The Lexington Academy,3,4,3,3,4,4,4,4,4,4,4,0.125,0.254,0.086,0.917,0.308,0.855,0.025,0.14,0.8059999999999999,0.025,8.4,0.586,0.907,0.38299999999999995,0.9670000000000001,4.57,3.93,3.97,3.13,3.68,Manhattan,4,27.46666718,44.79999924,23.73333359,4,27.73333359,0.6313131313131313
04M083,P.S. 083 Luis Munoz Rivera,3,3,3,3,4,3,4,4,4,4,4,0.11599999999999999,0.233,0.083,0.841,0.154,0.76,0.124,0.18100000000000002,0.634,0.045,14.9,0.909,0.9229999999999999,0.27899999999999997,0.9570000000000001,3.75,3.66,3.59,4.25,4.24,Manhattan,4,22.16981125,28.77358437,34.90565872,14.15094376,49.05660248,0.503562945368171
04M096,P.S. 096 Joseph Lanzetta,2,3,3,3,3,2,2,3,3,3,3,0.21100000000000002,0.33399999999999996,0.08900000000000001,0.972,0.264,0.935,0.023,0.258,0.6759999999999999,0.028999999999999998,4.0,0.727,0.909,0.361,0.961,3.78,3.64,3.71,3.77,3.15,Manhattan,4,40.4858284,43.72469711,12.55060768,3.238866329,15.78947353,0.6449086161879896
04M102,P.S. 102 Jacques Cartier,1,2,2,2,3,3,3,3,3,3,3,0.11599999999999999,0.312,0.12300000000000001,0.838,0.19899999999999998,0.753,0.08199999999999999,0.28800000000000003,0.534,0.040999999999999995,0.8,0.6759999999999999,0.895,0.42100000000000004,0.955,2.41,2.61,1.98,3.07,1.68,Manhattan,4,22.30215836,38.84892273,30.21582794,8.633093834,38.84892273,0.476027397260274
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,3,2,2,3,3,2,4,3,3,4,2,0.09300000000000001,0.337,0.098,0.9329999999999999,0.237,0.861,0.034,0.314,0.624,0.018000000000000002,0.8,0.841,0.895,0.41100000000000003,0.961,3.66,3.38,2.71,3.71,4.26,Manhattan,4,33.44262314,38.68852615,23.27868843,4.590163708,27.86885262,0.6947608200455581
04M146,P.S. 146 Ann M. Short,3,2,2,2,3,2,3,3,3,3,2,0.22,0.408,0.18100000000000002,0.956,0.342,0.914,0.059000000000000004,0.25,0.674,0.01,9.8,0.75,0.914,0.369,0.97,2.84,3.07,2.32,4.39,4.15,Manhattan,4,23.57723618,45.52845383,28.45528412,2.439024448,30.89430809,0.40460526315789475
04M155,P.S. 155 William Paca,3,3,3,3,3,3,3,3,3,3,3,0.431,0.33899999999999997,0.121,0.968,0.17300000000000001,0.9440000000000001,0.016,0.09300000000000001,0.867,0.004,0.9,0.731,0.9279999999999999,0.272,0.937,3.28,3.38,3.49,2.48,2.97,Manhattan,4,50,29.83870888,17.74193573,2.419354916,20.16129112,0.5
04M171,P.S. 171 Patrick Henry,3,4,4,4,4,4,4,4,4,4,4,0.035,0.23199999999999998,0.006,0.784,0.122,0.642,0.062,0.271,0.594,0.042,16.9,0.75,0.93,0.245,0.9790000000000001,4.42,4.12,4.85,3.3,3.92,Manhattan,4,7.76255703,20.31963539,40.41095734,31.50684929,71.91780853,0.6357039187227866
04M182,The Bilingual Bicultural School,3,3,2,3,3,3,4,3,3,3,3,0.355,0.252,0.01,0.9329999999999999,0.29,0.868,0.003,0.071,0.9229999999999999,0.003,2.8,0.7879999999999999,0.9279999999999999,0.243,0.971,3.72,3.68,3.35,2.91,3.96,Manhattan,4,21.37931061,39.3103447,28.96551704,10.34482765,39.3103447,0.46774193548387094
04M206,P.S. 206 Jose Celso Barbosa,2,3,3,3,3,4,3,3,3,3,3,0.161,0.423,0.061,0.8859999999999999,0.192,0.8029999999999999,0.023,0.27899999999999997,0.638,0.032,6.8,0.58,0.925,0.297,0.9540000000000001,3.67,3.55,3.22,3.3,3.68,Manhattan,4,37.97468185,34.68354416,19.49367142,7.848101139,27.34177208,0.8350951374207188
04M224,M.S. 224 Manhattan East School for Arts & Academic,3,4,3,3,4,4,4,4,4,4,4,0.076,0.285,0.11,0.743,0.145,0.622,0.099,0.267,0.535,0.081,2.9,0.857,0.935,0.22399999999999998,0.978,4.12,3.47,4.06,3.33,3.51,Manhattan,4,18.66666603,26,34,21.33333397,55.33333206,0.872093023255814
04M372,Esperanza Preparatory Academy,3,3,3,3,3,3,3,3,3,3,3,0.28800000000000003,0.309,0.042,0.904,0.22,0.8270000000000001,0.052000000000000005,0.131,0.8059999999999999,0.005,2.0,0.585,0.917,0.294,0.97,3.52,3.46,3.3,3.19,3.5,Manhattan,4,43.71257401,38.92215729,13.77245522,3.592814445,17.36526871,0.8743455497382199
04M375,Mosaic Preparatory Academy,3,4,3,3,4,3,4,4,4,4,4,0.10400000000000001,0.391,0.114,0.9570000000000001,0.38,0.902,0.027000000000000003,0.444,0.47100000000000003,0.02,10.0,0.8440000000000001,0.899,0.406,0.9690000000000001,3.22,3.73,3.83,3.94,2.74,Manhattan,4,22.13114738,45.0819664,26.22950745,6.557376862,32.78688431,0.4107744107744108
04M377,Renaissance School of the Arts,3,3,3,3,3,4,3,3,3,4,3,0.08800000000000001,0.293,0.02,0.9590000000000001,0.218,0.912,0.013999999999999999,0.327,0.619,0.027000000000000003,3.8,0.625,0.927,0.248,0.971,4.31,3.66,3.64,3.98,3.98,Manhattan,4,22.83464622,44.88188934,23.62204742,8.661417007,32.28346634,0.8639455782312925
04M497,Central Park East I,2,2,2,2,2,2,3,2,2,2,2,0.040999999999999995,0.225,0.0,0.547,0.077,0.355,0.11800000000000001,0.213,0.32,0.272,1.1,0.47100000000000003,0.9309999999999999,0.184,0.977,2.54,2.81,2.51,4.0,4.23,Manhattan,4,25,25,33.33333206,16.66666603,50,0.14201183431952663
04M610,Young Women's Leadership School,4,4,4,3,4,4,4,4,4,4,4,0.045,0.204,0.0,0.823,0.121,0.701,0.076,0.255,0.605,0.038,3.9,0.774,0.943,0.209,0.961,4.66,4.12,4.48,3.3,4.31,Manhattan,4,1.49253726,29.85074615,41.79104614,26.86567116,68.65671539,0.8535031847133758
04M825,Isaac Newton Middle School for Math & Science,3,3,2,2,3,2,3,3,3,3,3,0.12,0.313,0.005,0.885,0.156,0.792,0.057,0.26,0.6559999999999999,0.026000000000000002,2.0,0.941,0.925,0.276,0.9740000000000001,3.14,3.58,2.84,3.13,3.75,Manhattan,4,28.07017517,29.82456207,23.39181328,18.71344948,42.10526276,0.890625
04M964,Central Park East II,2,4,3,4,4,4,4,4,4,4,4,0.005,0.242,0.016,0.589,0.08800000000000001,0.419,0.065,0.295,0.35600000000000004,0.20199999999999999,13.8,0.6859999999999999,0.925,0.25,0.985,4.28,3.53,4.11,3.95,3.14,Manhattan,4,16.66666603,39.24731064,27.95698929,16.12903214,44.08602142,0.4325581395348837
05M030,P.S. 030 Hernandez/Hughes,3,2,3,3,3,3,3,3,3,3,3,0.127,0.314,0.11900000000000001,0.956,0.322,0.89,0.008,0.39799999999999996,0.5589999999999999,0.017,7.7,0.59,0.894,0.405,0.968,3.98,3.82,3.41,3.45,3.82,Manhattan,5,22.68041229,36.08247375,29.89690781,11.34020615,41.23711395,0.4110169491525424
05M036,P.S. 036 Margaret Douglas,2,3,3,3,3,3,3,3,3,3,3,0.109,0.363,0.23399999999999999,0.8909999999999999,0.217,0.8109999999999999,0.009000000000000001,0.426,0.537,0.017,6.0,0.8809999999999999,0.897,0.46,0.966,2.73,2.77,3.01,3.13,2.68,Manhattan,5,26.5734272,38.46154022,27.97202873,6.993007183,34.96503448,0.4085714285714286
05M046,P.S. 046 Arthur Tappan,3,3,2,2,3,2,4,3,2,3,2,0.11199999999999999,0.34700000000000003,0.134,0.9640000000000001,0.268,0.919,0.005,0.489,0.489,0.008,2.9,0.6779999999999999,0.9,0.39899999999999997,0.9640000000000001,3.12,2.84,2.75,2.95,3.34,Manhattan,5,37.93969727,37.43718719,19.84924698,4.773869514,24.62311554,0.6357827476038339
05M092,P.S. 092 Mary McLeod Bethune,3,3,2,3,4,3,4,4,4,4,4,0.085,0.368,0.13,0.958,0.397,0.919,0.008,0.623,0.35200000000000004,0.008,15.4,0.679,0.907,0.37200000000000005,0.95,2.94,2.91,2.68,3.6,2.57,Manhattan,5,34.42623138,43.44262314,19.67213058,2.459016323,22.13114738,0.4939271255060729
05M123,P.S. 123 Mahalia Jackson,2,3,2,3,3,3,3,3,4,3,3,0.212,0.264,0.09300000000000001,0.94,0.345,0.887,0.013999999999999999,0.521,0.395,0.045,5.3,0.522,0.9129999999999999,0.32799999999999996,0.965,3.78,3.64,3.71,3.77,3.55,Manhattan,5,38.55799484,37.30407333,17.24137878,6.896551609,24.13793182,0.7200902934537246
05M125,P.S. 125 Ralph Bunche,2,3,3,3,4,3,4,4,4,4,4,0.024,0.19,0.109,0.698,0.134,0.551,0.061,0.409,0.35600000000000004,0.134,6.8,0.609,0.902,0.41,0.965,3.25,3.69,3.5,3.89,3.51,Manhattan,5,14.81481457,37.0370369,32.09876633,16.04938316,48.14814758,0.32793522267206476
05M129,P.S. 129 John H. Finley,2,2,2,2,2,2,2,2,2,2,2,0.091,0.275,0.14,0.935,0.312,0.855,0.037000000000000005,0.48200000000000004,0.44,0.015,18.8,0.8540000000000001,0.9,0.39799999999999996,0.958,2.82,2.34,2.37,1.83,3.24,Manhattan,5,30.50193024,34.74903488,22.00772285,12.74131298,34.74903488,0.6363636363636364
05M133,P.S. 133 Fred R Moore,2,2,3,3,3,3,3,3,3,3,3,0.11800000000000001,0.42100000000000004,0.313,0.9009999999999999,0.32799999999999996,0.821,0.031,0.48200000000000004,0.415,0.055999999999999994,5.4,0.44,0.903,0.42100000000000004,0.9790000000000001,3.43,3.13,2.78,3.5,4.0,Manhattan,5,46.98795319,31.32530212,19.27710915,2.409638643,21.6867466,0.4256410256410256
05M148,Eagle Academy for Young Men of Harlem,3,3,3,3,4,3,4,4,4,4,3,0.043,0.276,0.027000000000000003,0.84,0.17800000000000002,0.7190000000000001,0.005,0.649,0.27,0.016,5.0,0.5670000000000001,0.9009999999999999,0.402,0.96,3.65,4.18,3.28,3.77,3.7,Manhattan,5,40.25157166,43.39622498,11.9496851,4.402515888,16.35220146,0.8594594594594595
05M154,P.S. 154 Harriet Tubman,3,3,3,3,3,2,4,3,3,3,3,0.19699999999999998,0.35,0.168,0.9590000000000001,0.35,0.909,0.077,0.551,0.31,0.036000000000000004,21.9,0.867,0.927,0.282,0.9570000000000001,3.45,3.87,3.61,4.41,4.04,Manhattan,5,44.71544647,38.21138382,14.63414669,2.439024448,17.07317162,0.4489051094890511
05M161,P.S. 161 Pedro Albizu Campos,2,2,2,3,4,3,3,3,3,3,3,0.267,0.26,0.092,0.9359999999999999,0.311,0.866,0.021,0.20600000000000002,0.741,0.02,6.7,0.764,0.899,0.40399999999999997,0.972,3.24,3.52,2.6,3.77,3.84,Manhattan,5,34.39716339,37.94326401,20.03546143,7.62411356,27.65957451,0.6730310262529833
05M175,P.S. 175 Henry H Garnet,3,3,2,3,3,3,3,3,3,3,3,0.2,0.262,0.10300000000000001,0.9309999999999999,0.33799999999999997,0.8590000000000001,0.052000000000000005,0.5720000000000001,0.345,0.021,4.7,0.852,0.9179999999999999,0.34,0.9690000000000001,3.63,3.38,3.01,4.03,3.18,Manhattan,5,36.11111069,34.02777863,23.61111069,6.25,29.86111069,0.496551724137931
05M194,P.S. 194 Countee Cullen,3,3,3,3,3,3,3,3,3,4,3,0.191,0.295,0.036000000000000004,0.9690000000000001,0.43200000000000005,0.9179999999999999,0.013999999999999999,0.48200000000000004,0.405,0.036000000000000004,1.9,0.625,0.9059999999999999,0.386,0.955,3.78,3.64,3.71,3.77,2.92,Manhattan,5,40.42553329,38.29787064,18.0851059,3.191489458,21.27659607,0.42727272727272725
05M197,P.S. 197 John B. Russwurm,2,2,3,3,4,3,3,3,3,3,3,0.052000000000000005,0.363,0.149,0.924,0.336,0.862,0.0,0.595,0.381,0.017,6.9,0.867,0.884,0.474,0.9540000000000001,3.7,4.01,3.29,4.78,4.7,Manhattan,5,45.07042313,41.54929733,12.67605591,0.7042253613,13.38028145,0.4913494809688581
05M200,P.S. 200- The James Mccune Smith School,2,3,2,2,3,2,3,3,2,3,3,0.134,0.331,0.134,0.9440000000000001,0.326,0.9,0.003,0.5820000000000001,0.365,0.019,14.0,0.953,0.878,0.507,0.965,3.21,3.26,2.85,2.99,3.74,Manhattan,5,33.1428566,36.57143021,25.142856600000002,5.142857075,30.2857151,0.48746518105849584
05M286,Urban Assembly Academy for Future Leaders,2,3,2,2,4,3,4,4,4,4,4,0.065,0.349,0.13,0.924,0.21899999999999997,0.846,0.018000000000000002,0.556,0.349,0.018000000000000002,0.9,0.889,0.865,0.535,0.945,2.56,2.32,2.69,3.16,2.88,Manhattan,5,36.02484512,40.99378967,19.87577629,3.105590105,22.98136711,0.9526627218934911
05M318,Thurgood Marshall Academy Lower School,3,3,3,3,4,3,4,4,4,4,4,0.023,0.18600000000000003,0.005,0.818,0.154,0.688,0.023,0.778,0.18100000000000002,0.009000000000000001,7.0,0.563,0.9129999999999999,0.33899999999999997,0.97,3.67,3.31,3.81,4.4,3.98,Manhattan,5,14.91228104,45.61403656,30.70175362,8.771929741,39.4736824,0.5158371040723982
