DBN,School Name,Enrollment,Supportive Environment Rating,Student Achievement Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District
08X071,P.S. 071 Rose E. Scala,1646,3,3,3,4,3,4,4,4,4,4,4,4,0.11,0.20800000000000002,0.05,0.605,0.06,0.53,0.08199999999999999,0.05,0.626,0.22699999999999998,3.0,0.8540000000000001,0.9279999999999999,0.258,0.9540000000000001,4.02,3.25,3.82,2.96,3.28,Bronx,08X
08X072,P.S. 072 Dr. William Dorney,760,3,3,3,3,3,4,4,4,4,4,4,4,0.061,0.304,0.136,0.8109999999999999,0.183,0.755,0.039,0.213,0.705,0.042,11.3,0.742,0.9009999999999999,0.436,0.97,4.39,3.56,3.6,3.87,3.68,Bronx,08X
08X075,P.S. 75 School of Research and Discovery,566,3,2,4,3,4,4,4,4,4,3,3,3,0.16399999999999998,0.233,0.049,0.951,0.29,0.889,0.009000000000000001,0.237,0.7190000000000001,0.025,11.8,0.804,0.902,0.41600000000000004,0.956,3.98,3.87,4.3,3.02,3.39,Bronx,08X
08X093,P.S. 093 Albert G. Oliver,269,4,2,3,3,3,4,3,4,4,4,4,4,0.059000000000000004,0.297,0.1,0.7609999999999999,0.175,0.721,0.004,0.535,0.424,0.011000000000000001,5.9,0.8240000000000001,0.91,0.39,0.9590000000000001,3.78,3.64,3.71,3.87,3.73,Bronx,08X
08X100,P.S. 100 Isaac Clason,538,2,2,4,4,3,3,4,4,4,4,4,4,0.086,0.307,0.139,0.914,0.20800000000000002,0.805,0.006999999999999999,0.271,0.684,0.009000000000000001,11.0,0.7609999999999999,0.898,0.446,0.9590000000000001,4.34,3.18,3.99,2.4,3.52,Bronx,08X
08X101,M.S. X101 Edward R. Byrne,526,3,3,3,3,3,3,4,4,3,3,3,3,0.017,0.23800000000000002,0.046,0.547,0.057,0.43700000000000006,0.125,0.09699999999999999,0.574,0.184,5.6,0.7070000000000001,0.9390000000000001,0.18899999999999997,0.956,3.78,3.64,3.71,3.77,3.95,Bronx,08X
08X107,P.S. 107,497,2,4,3,2,3,3,3,4,3,3,3,3,0.139,0.37200000000000005,0.155,0.968,0.326,0.897,0.004,0.342,0.622,0.026000000000000002,7.4,0.805,0.875,0.519,0.9670000000000001,3.57,3.63,3.18,3.22,3.65,Bronx,08X
08X119,The Dr. Emmett W. Bassett School,852,2,2,3,3,3,3,2,2,3,3,3,3,0.29600000000000004,0.18,0.048,0.898,0.155,0.8170000000000001,0.28600000000000003,0.096,0.491,0.085,3.0,0.905,0.927,0.264,0.958,2.11,2.74,3.14,2.62,2.86,Bronx,08X
08X123,J.H.S. 123 James M. Kieran,355,2,3,3,2,3,3,3,3,3,3,3,3,0.265,0.285,0.09300000000000001,0.922,0.265,0.8590000000000001,0.027999999999999997,0.237,0.7240000000000001,0.003,3.3,0.5760000000000001,0.907,0.358,0.958,3.78,3.64,3.71,3.77,3.73,Bronx,08X
08X125,J.H.S. 125 Henry Hudson,359,4,4,2,2,2,2,1,3,2,1,2,1,0.242,0.203,0.095,0.904,0.18100000000000002,0.836,0.251,0.12300000000000001,0.51,0.07200000000000001,3.9,0.9309999999999999,0.902,0.38,0.9540000000000001,3.78,3.64,3.71,3.77,3.7,Bronx,08X
08X130,P.S. 130 Abram Stevens Hewitt,453,3,3,2,2,2,4,3,4,3,3,3,2,0.243,0.32,0.157,0.932,0.272,0.843,0.013000000000000001,0.212,0.753,0.015,11.4,0.705,0.902,0.391,0.976,3.88,3.41,2.49,3.84,4.25,Bronx,08X
08X131,J.H.S. 131 Albert Einstein,460,2,3,3,2,3,3,3,3,3,3,3,3,0.122,0.33,0.109,0.899,0.222,0.8109999999999999,0.048,0.326,0.604,0.011000000000000001,5.5,0.757,0.91,0.34600000000000003,0.96,3.78,3.64,3.71,3.77,3.22,Bronx,08X
08X138,P.S. 138 Samuel Randall,654,2,2,3,2,3,3,3,3,3,2,3,2,0.08900000000000001,0.22,0.092,0.895,0.214,0.8,0.026000000000000002,0.28,0.659,0.008,3.0,0.943,0.8959999999999999,0.40299999999999997,0.9470000000000001,3.07,2.48,2.86,3.11,3.18,Bronx,08X
08X140,P.S. X140 The Eagle School,588,2,2,3,2,2,3,3,3,3,3,3,2,0.11699999999999999,0.245,0.1,0.943,0.342,0.884,0.003,0.359,0.607,0.017,14.8,0.875,0.892,0.44799999999999995,0.961,3.44,3.15,2.56,3.05,3.57,Bronx,08X
08X146,P.S. 146 Edward Collins,376,3,3,2,3,3,3,3,3,3,3,3,3,0.106,0.27699999999999997,0.109,0.946,0.218,0.8909999999999999,0.003,0.415,0.5660000000000001,0.005,1.6,0.75,0.909,0.373,0.965,3.6,3.4,3.08,2.96,3.25,Bronx,08X
08X152,P.S. 152 Evergreen,833,3,3,4,4,3,3,3,4,4,3,3,3,0.267,0.24,0.066,0.9570000000000001,0.311,0.892,0.017,0.157,0.802,0.011000000000000001,13.8,0.7879999999999999,0.922,0.28,0.945,3.78,3.64,3.71,3.77,2.58,Bronx,08X
08X182,P.S. 182,825,3,3,3,4,3,4,3,3,3,3,4,3,0.07200000000000001,0.207,0.006,0.833,0.135,0.7659999999999999,0.061,0.24,0.6559999999999999,0.033,21.2,0.841,0.919,0.313,0.955,3.64,3.06,3.68,3.8,3.52,Bronx,08X
08X269,Bronx Studio School for Writers and Artists,280,3,2,3,2,2,3,3,4,3,3,3,3,0.15,0.289,0.08199999999999999,0.943,0.154,0.889,0.006999999999999999,0.207,0.7709999999999999,0.013999999999999999,0.8,0.62,0.903,0.341,0.968,3.25,2.99,2.56,3.15,3.55,Bronx,08X
08X301,M.S. 301 Paul L. Dunbar,245,2,2,3,3,3,3,3,3,3,3,3,3,0.261,0.26899999999999996,0.016,0.96,0.294,0.9179999999999999,0.0,0.408,0.5710000000000001,0.016,3.0,0.455,0.895,0.349,0.938,3.78,3.64,3.71,3.77,3.0,Bronx,08X
08X302,M.S. 302 Luisa Dessus Cruz,488,3,3,4,3,3,4,3,3,4,3,3,3,0.268,0.303,0.07,0.948,0.268,0.883,0.004,0.217,0.758,0.012,6.8,0.541,0.904,0.34299999999999997,0.9570000000000001,3.38,3.9,3.97,3.89,3.75,Bronx,08X
08X304,P.S. 304 Early Childhood School,471,3,3,3,3,3,4,3,4,4,4,4,4,0.023,0.217,0.062,0.397,0.025,0.308,0.068,0.07400000000000001,0.622,0.221,16.0,0.914,0.937,0.19,0.958,3.67,3.64,3.57,4.0,3.94,Bronx,08X
08X333,The Longwood Academy of Discovery,596,1,3,3,2,3,3,3,3,3,3,3,2,0.22,0.341,0.205,0.946,0.32899999999999996,0.888,0.005,0.205,0.76,0.022000000000000002,2.9,0.774,0.9009999999999999,0.397,0.968,2.71,2.7,2.74,2.91,3.0,Bronx,08X
08X337,The School for Inquiry and Social Justice,518,3,4,4,4,4,4,4,4,4,4,4,4,0.135,0.266,0.012,0.852,0.145,0.759,0.019,0.239,0.718,0.006,14.0,0.59,0.929,0.266,0.976,4.52,3.72,4.84,3.09,3.82,Bronx,08X
08X367,"Archimedes Academy for Math, Science and Technolog",300,2,3,3,3,3,3,2,4,3,3,3,3,0.077,0.263,0.073,0.846,0.18,0.763,0.11699999999999999,0.307,0.57,0.003,11.0,0.7090000000000001,0.909,0.34299999999999997,0.965,2.58,3.03,3.28,1.88,2.54,Bronx,08X
08X371,Urban Institute of Mathematics,350,3,3,4,3,3,4,4,4,4,4,4,4,0.069,0.21100000000000002,0.07400000000000001,0.634,0.134,0.5489999999999999,0.04,0.12300000000000001,0.657,0.16,0.7,0.731,0.92,0.299,0.975,4.17,4.15,3.88,4.68,4.03,Bronx,08X
08X375,The Bronx Mathematics Preparatory School,240,2,3,3,3,3,3,3,3,3,3,3,3,0.146,0.379,0.158,0.927,0.396,0.8540000000000001,0.025,0.28300000000000003,0.654,0.013000000000000001,2.5,0.7390000000000001,0.877,0.46799999999999997,0.945,3.78,3.64,3.71,3.77,3.74,Bronx,08X
08X376,Antonia Pantoja Preparatory Academy: A College Boa,167,2,3,2,2,2,3,2,3,3,3,3,2,0.102,0.293,0.06,0.875,0.192,0.802,0.042,0.126,0.778,0.036000000000000004,3.5,0.9440000000000001,0.898,0.353,0.9620000000000001,2.58,2.9,2.13,3.61,3.49,Bronx,08X
08X424,The Hunts Point School,309,2,2,2,2,2,3,2,2,3,3,3,3,0.243,0.314,0.165,0.951,0.34600000000000003,0.887,0.016,0.23,0.731,0.013000000000000001,1.0,0.48100000000000004,0.9059999999999999,0.348,0.982,3.78,3.64,3.71,3.77,3.74,Bronx,08X
08X448,Soundview Academy for Culture and Scholarship,385,3,3,4,3,4,4,4,4,4,4,4,4,0.091,0.28300000000000003,0.099,0.86,0.16399999999999998,0.7559999999999999,0.026000000000000002,0.332,0.621,0.01,9.0,0.679,0.915,0.326,0.9790000000000001,4.04,2.88,4.3,3.51,3.27,Bronx,08X
08X467,Mott Hall Community School,331,2,3,2,2,2,3,2,4,3,2,2,2,0.115,0.317,0.10300000000000001,0.769,0.166,0.6859999999999999,0.024,0.175,0.6890000000000001,0.109,3.0,0.72,0.9059999999999999,0.364,0.9570000000000001,2.28,2.65,2.23,2.17,3.27,Bronx,08X
08X562,Blueprint Middle School,336,3,3,3,3,3,4,3,4,3,3,3,3,0.125,0.235,0.06,0.88,0.158,0.795,0.188,0.14300000000000002,0.604,0.051,6.0,0.321,0.9209999999999999,0.273,0.99,3.02,3.14,3.34,2.79,3.33,Bronx,08X
09X004,P.S./M.S. 004 Crotona Park West,545,2,3,4,2,3,3,4,3,3,3,4,3,0.125,0.27699999999999997,0.121,0.958,0.521,0.9009999999999999,0.006999999999999999,0.541,0.429,0.013000000000000001,11.0,0.509,0.875,0.513,0.96,3.63,2.78,3.27,2.31,3.21,Bronx,09X
09X011,P.S. 011 Highbridge,597,3,3,4,3,3,4,4,4,3,3,3,3,0.25,0.24600000000000002,0.11599999999999999,0.9490000000000001,0.281,0.883,0.0,0.263,0.725,0.008,6.3,0.863,0.9,0.39799999999999996,0.956,4.11,3.63,3.78,3.53,4.16,Bronx,09X
09X022,J.H.S. 022 Jordan L. Mott,444,3,3,3,3,3,3,3,3,4,3,3,3,0.36,0.24100000000000002,0.095,0.963,0.345,0.914,0.011000000000000001,0.207,0.755,0.023,5.3,0.652,0.922,0.248,0.9740000000000001,3.78,3.64,3.71,3.77,3.64,Bronx,09X
09X028,P.S. 028 Mount Hope,669,2,3,3,3,3,3,3,3,3,3,4,3,0.321,0.266,0.133,0.94,0.34700000000000003,0.865,0.01,0.19,0.7829999999999999,0.012,5.8,0.797,0.904,0.38,0.9520000000000001,3.44,3.14,3.33,2.88,3.08,Bronx,09X
09X035,P.S. 035 Franz Siegel,661,3,2,3,3,3,3,4,3,3,3,3,3,0.27399999999999997,0.225,0.106,0.903,0.179,0.8370000000000001,0.008,0.26899999999999996,0.6970000000000001,0.013999999999999999,17.8,0.6729999999999999,0.9329999999999999,0.24100000000000002,0.9590000000000001,3.6,3.38,3.23,3.19,3.59,Bronx,09X
09X042,P.S. 042 Claremont,406,3,3,3,3,3,4,4,3,3,4,3,3,0.138,0.298,0.071,0.97,0.32,0.929,0.005,0.406,0.584,0.002,5.3,0.69,0.914,0.342,0.9390000000000001,3.5,3.9,3.46,3.64,3.59,Bronx,09X
09X053,P.S. 053 Basheer Quisim,1090,2,3,3,3,3,3,4,4,4,3,4,3,0.31,0.162,0.065,0.956,0.355,0.8959999999999999,0.015,0.29600000000000004,0.672,0.016,16.0,0.879,0.898,0.414,0.971,4.35,3.83,3.58,2.65,3.59,Bronx,09X
09X055,P.S. 055 Benjamin Franklin,576,3,3,3,3,3,3,3,4,3,3,3,3,0.135,0.22699999999999998,0.026000000000000002,0.981,0.24,0.9390000000000001,0.0,0.49700000000000005,0.491,0.012,12.8,0.741,0.9129999999999999,0.359,0.9590000000000001,2.83,3.17,3.24,2.4,3.25,Bronx,09X
09X058,P.S. 058,440,2,3,3,3,3,3,4,3,3,3,3,3,0.23199999999999998,0.305,0.166,0.9670000000000001,0.27699999999999997,0.925,0.005,0.255,0.7140000000000001,0.02,13.0,0.892,0.879,0.518,0.9570000000000001,3.55,3.05,3.51,2.82,3.09,Bronx,09X
09X063,P.S. 063 Author's Academy,539,3,3,4,3,3,4,4,4,4,4,4,4,0.217,0.23399999999999999,0.106,0.941,0.28,0.879,0.006999999999999999,0.369,0.59,0.027999999999999997,14.0,0.625,0.905,0.379,0.946,4.2,3.59,3.84,4.0,3.85,Bronx,09X
09X070,P.S. 070 Max Schoenfeld,1227,2,2,3,3,3,3,4,3,3,3,3,3,0.284,0.21,0.083,0.951,0.28800000000000003,0.894,0.002,0.249,0.735,0.011000000000000001,11.8,0.8390000000000001,0.892,0.445,0.9540000000000001,3.33,3.3,3.25,2.88,3.12,Bronx,09X
09X073,P.S. 073 Bronx,659,2,2,2,2,3,3,3,3,3,3,3,2,0.25,0.21899999999999997,0.083,0.9540000000000001,0.3,0.885,0.0,0.222,0.7509999999999999,0.021,5.8,0.7140000000000001,0.885,0.45,0.953,2.42,2.34,2.71,2.31,1.9,Bronx,09X
09X109,P.S. 109 Sedgwick,619,2,3,3,3,2,4,3,4,3,3,3,3,0.25,0.21,0.11599999999999999,0.91,0.16,0.8420000000000001,0.0,0.171,0.8240000000000001,0.005,6.0,0.519,0.89,0.441,0.971,3.0,3.36,2.98,4.08,3.06,Bronx,09X
09X110,P.S. 110 Theodore Schoenfeld,427,2,3,4,3,4,3,3,3,4,4,4,3,0.16899999999999998,0.258,0.122,0.95,0.276,0.8690000000000001,0.002,0.391,0.546,0.059000000000000004,11.9,0.765,0.9229999999999999,0.318,0.956,3.61,3.84,3.79,3.77,3.7,Bronx,09X
09X114,P.S. X114 - Luis Llorens Torres Schools,753,2,3,3,3,3,3,3,3,3,3,3,3,0.35200000000000004,0.20800000000000002,0.08199999999999999,0.9420000000000001,0.38,0.867,0.035,0.226,0.7040000000000001,0.028999999999999998,15.0,0.754,0.915,0.348,0.9490000000000001,3.43,3.42,3.43,2.4,3.42,Bronx,09X
09X117,I.S. 117 Joseph H. Wade,513,2,2,3,3,2,3,3,3,3,3,3,3,0.396,0.248,0.115,0.96,0.423,0.877,0.019,0.172,0.799,0.006,14.8,0.8540000000000001,0.907,0.316,0.9420000000000001,3.78,3.64,3.71,3.77,3.22,Bronx,09X
09X126,P.S. 126 Dr Marjorie H Dunbar,516,2,4,3,2,3,3,3,3,3,3,3,3,0.26899999999999996,0.188,0.09699999999999999,0.955,0.233,0.9009999999999999,0.008,0.221,0.748,0.017,12.0,0.816,0.9059999999999999,0.385,0.96,2.81,3.02,2.87,2.71,2.62,Bronx,09X
09X128,Mott Hall III,363,4,4,4,3,3,4,4,4,4,4,4,4,0.047,0.171,0.055,0.89,0.165,0.763,0.011000000000000001,0.405,0.5589999999999999,0.006,14.0,0.652,0.9470000000000001,0.11699999999999999,0.966,4.64,3.71,3.84,3.3,3.78,Bronx,09X
09X132,P.S. 132 Garret A. Morgan,370,2,3,3,2,3,3,3,3,3,3,3,2,0.146,0.289,0.111,0.9740000000000001,0.276,0.935,0.003,0.446,0.5489999999999999,0.003,12.5,0.667,0.885,0.495,0.98,3.35,2.8,2.9,1.72,1.68,Bronx,09X
09X163,P.S. 163 Arthur A. Schomburg,463,2,2,4,2,3,3,3,3,3,3,3,3,0.391,0.281,0.171,0.9670000000000001,0.285,0.909,0.009000000000000001,0.363,0.609,0.015,14.8,0.578,0.9329999999999999,0.252,0.948,2.37,2.9,3.06,2.23,2.2,Bronx,09X
09X199,P.S. 199X - The Shakespeare School,695,3,3,3,3,3,4,3,4,4,4,4,3,0.298,0.223,0.11199999999999999,0.95,0.332,0.882,0.019,0.266,0.6779999999999999,0.022000000000000002,0.7,0.754,0.915,0.336,0.968,4.06,4.37,3.43,3.67,4.06,Bronx,09X
09X204,P.S. 204 Morris Heights,594,3,4,4,3,4,3,4,4,4,4,4,4,0.125,0.249,0.091,0.9209999999999999,0.22699999999999998,0.838,0.02,0.26899999999999996,0.695,0.01,3.9,0.8859999999999999,0.9279999999999999,0.256,0.966,4.64,4.27,4.45,4.04,4.42,Bronx,09X
09X215,Kappa,317,3,4,4,3,3,4,3,4,4,4,4,4,0.151,0.24600000000000002,0.085,0.94,0.237,0.8740000000000001,0.057,0.473,0.445,0.016,13.0,0.667,0.934,0.235,0.97,3.64,4.0,3.74,3.16,3.95,Bronx,09X
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1009,3,3,4,3,3,4,4,3,4,3,4,4,0.287,0.18600000000000003,0.005,0.925,0.19699999999999998,0.843,0.027999999999999997,0.043,0.91,0.012,3.9,0.73,0.9420000000000001,0.185,0.961,3.82,3.73,3.77,2.96,3.26,Bronx,09X
09X219,I.S. 219 New Venture School,352,3,3,3,3,3,3,3,3,3,3,3,3,0.267,0.315,0.159,0.97,0.293,0.9059999999999999,0.006,0.384,0.599,0.009000000000000001,14.0,0.725,0.8959999999999999,0.36200000000000004,0.956,3.78,3.64,3.71,3.77,3.65,Bronx,09X
09X229,I.S. 229 Roland Patterson,246,2,2,2,2,2,2,1,2,2,2,2,2,0.195,0.32899999999999996,0.175,0.961,0.301,0.902,0.004,0.386,0.593,0.0,15.9,0.75,0.8859999999999999,0.466,0.966,2.64,2.71,2.28,3.55,4.12,Bronx,09X
09X231,Eagle Academy for Young Men,202,3,2,3,2,2,3,3,4,3,3,3,2,0.025,0.302,0.059000000000000004,0.823,0.124,0.693,0.01,0.5589999999999999,0.41100000000000003,0.005,2.8,0.649,0.927,0.19699999999999998,0.9640000000000001,2.77,2.86,2.71,3.61,2.63,Bronx,09X
09X232,I.S. 232,488,2,3,2,2,2,2,2,2,2,2,3,1,0.387,0.23199999999999998,0.1,0.951,0.268,0.885,0.006,0.18899999999999997,0.795,0.008,1.3,0.5,0.915,0.28600000000000003,0.972,2.77,2.35,2.33,2.32,3.72,Bronx,09X
09X236,P.S. 236 Langston Hughes,276,3,3,2,2,3,2,3,3,3,3,2,2,0.16699999999999998,0.272,0.011000000000000001,0.929,0.207,0.841,0.011000000000000001,0.239,0.725,0.013999999999999999,2.8,0.862,0.9309999999999999,0.2,0.9640000000000001,3.78,3.64,3.71,3.77,4.07,Bronx,09X
09X241,Urban Assembly School for Applied Math and Science,260,3,4,4,3,4,4,4,4,4,4,4,4,0.18100000000000002,0.28800000000000003,0.05,0.9209999999999999,0.188,0.8270000000000001,0.004,0.285,0.696,0.004,5.9,0.439,0.909,0.294,0.966,4.03,3.07,4.05,3.83,3.76,Bronx,09X
09X274,The New American Academy at Roberto Clemente State,731,2,2,3,4,3,4,4,4,4,4,4,4,0.168,0.304,0.155,0.9690000000000001,0.304,0.914,0.006999999999999999,0.368,0.598,0.013999999999999999,5.0,0.523,0.866,0.5720000000000001,0.966,4.15,3.66,3.71,3.87,3.71,Bronx,09X
09X294,The Walton Avenue School,515,3,4,4,3,3,4,4,4,4,4,4,4,0.20199999999999999,0.225,0.095,0.971,0.348,0.905,0.01,0.179,0.7829999999999999,0.013999999999999999,5.0,0.659,0.929,0.255,0.977,4.41,4.55,4.06,3.36,3.7,Bronx,09X
09X303,I.S. X303 Leadership & Community Service,332,4,4,3,3,4,4,4,4,4,4,4,4,0.12,0.34600000000000003,0.172,0.924,0.196,0.84,0.009000000000000001,0.259,0.7140000000000001,0.009000000000000001,18.7,0.625,0.935,0.235,0.986,4.86,4.87,4.07,3.76,4.71,Bronx,09X
09X311,Lucero Elementary School,402,3,3,3,3,4,4,3,4,3,3,3,3,0.495,0.22899999999999998,0.065,0.96,0.33799999999999997,0.8859999999999999,0.006999999999999999,0.08,0.903,0.002,5.0,0.563,0.915,0.341,0.946,3.22,3.5,3.88,3.55,3.35,Bronx,09X
09X313,I.S. 313 School of Leadership Development,315,2,2,3,3,3,3,3,3,3,3,3,3,0.324,0.244,0.127,0.9540000000000001,0.27,0.898,0.006,0.295,0.6890000000000001,0.01,4.0,0.71,0.903,0.348,0.958,3.78,3.64,3.71,3.77,2.72,Bronx,09X
09X323,Bronx Writing Academy,438,2,3,3,2,3,3,3,3,4,3,3,3,0.28800000000000003,0.26,0.078,0.946,0.304,0.8740000000000001,0.016,0.32,0.639,0.013999999999999999,2.9,0.5579999999999999,0.888,0.40399999999999997,0.972,2.75,3.45,2.71,2.43,2.97,Bronx,09X
09X324,Bronx Early College Academy for Teaching & Learnin,252,3,2,4,3,3,4,3,4,3,3,4,3,0.147,0.226,0.087,0.9329999999999999,0.198,0.877,0.012,0.282,0.6940000000000001,0.012,6.8,0.5379999999999999,0.934,0.19699999999999998,0.9740000000000001,4.44,3.78,4.04,4.23,3.96,Bronx,09X
09X325,Urban Science Academy,317,4,4,2,2,2,2,3,3,3,3,3,2,0.33799999999999997,0.249,0.139,0.938,0.331,0.852,0.006,0.309,0.675,0.009000000000000001,13.3,0.552,0.895,0.39299999999999996,0.9520000000000001,3.78,3.64,3.71,3.77,3.7,Bronx,09X
09X327,Comprehensive Model School Project M.S. 327,298,3,4,4,3,3,4,4,4,4,4,4,4,0.131,0.225,0.10099999999999999,0.9159999999999999,0.174,0.8420000000000001,0.003,0.17800000000000002,0.799,0.013000000000000001,3.9,0.784,0.9259999999999999,0.248,0.96,4.26,3.77,3.93,3.3,3.91,Bronx,09X
09X328,New Millennium Business Academy Middle School,242,3,3,3,4,3,3,4,4,4,3,4,3,0.33899999999999997,0.281,0.128,0.9209999999999999,0.256,0.826,0.0,0.326,0.6609999999999999,0.008,12.0,0.7,0.909,0.38299999999999995,0.977,3.78,3.64,3.71,3.77,4.21,Bronx,09X
09X339,I.S. 339,516,3,3,3,3,3,4,3,3,3,3,3,3,0.293,0.275,0.134,0.951,0.312,0.893,0.017,0.293,0.68,0.006,6.8,0.679,0.915,0.261,0.972,3.78,3.64,3.71,3.77,3.37,Bronx,09X
09X350,New Directions Secondary School,105,3,1,3,2,2,3,3,3,3,2,3,3,0.34299999999999997,0.371,0.14300000000000002,0.965,0.295,0.924,0.0,0.257,0.648,0.01,5.0,0.56,0.6629999999999999,0.779,0.961,3.78,3.64,3.71,3.77,3.25,Bronx,09X
09X361,The Highbridge Green School,397,4,3,3,3,4,4,3,4,4,4,4,4,0.217,0.27,0.09300000000000001,0.925,0.191,0.846,0.005,0.239,0.736,0.008,5.0,0.42100000000000004,0.9390000000000001,0.179,0.973,3.45,3.85,3.81,3.38,3.4,Bronx,09X
09X413,Bronx High School for Medical Science,150,3,4,3,2,2,3,2,3,3,3,3,3,0.24,0.213,0.1,0.9079999999999999,0.213,0.7929999999999999,0.073,0.287,0.627,0.013000000000000001,16.0,0.758,0.9309999999999999,0.19899999999999998,0.963,3.47,3.69,2.85,3.02,3.92,Bronx,09X
09X443,The Family School,518,3,4,4,3,4,4,4,4,4,3,4,3,0.33,0.295,0.077,0.961,0.297,0.9109999999999999,0.044000000000000004,0.27399999999999997,0.67,0.006,2.9,0.8220000000000001,0.9129999999999999,0.375,0.9670000000000001,4.67,4.08,4.37,3.81,4.36,Bronx,09X
09X449,Grant Avenue Elementary School,414,4,4,3,3,3,4,3,4,4,4,4,3,0.256,0.32899999999999996,0.16899999999999998,0.9159999999999999,0.237,0.841,0.046,0.273,0.643,0.013999999999999999,9.0,0.775,0.9279999999999999,0.24600000000000002,0.958,3.78,3.64,3.71,3.77,4.11,Bronx,09X
09X454,Science and Technology Academy: A Mott Hall School,447,4,4,4,3,4,4,3,4,4,3,4,4,0.18100000000000002,0.21,0.067,0.877,0.217,0.779,0.028999999999999998,0.289,0.6779999999999999,0.002,9.0,0.474,0.919,0.307,0.973,4.47,4.57,4.6,3.87,4.68,Bronx,09X
09X457,Sheridan Academy for Young Leaders,477,2,3,2,2,2,4,2,3,3,2,3,2,0.201,0.273,0.128,0.934,0.256,0.862,0.01,0.281,0.6940000000000001,0.006,9.0,0.743,0.91,0.359,0.96,3.78,3.64,3.71,3.77,3.24,Bronx,09X
09X505,"Bronx School for Law, Government and Justice",275,3,4,3,2,2,3,3,3,3,3,3,3,0.131,0.225,0.047,0.865,0.16,0.76,0.006999999999999999,0.244,0.735,0.004,2.9,0.5,0.953,0.133,0.965,3.23,3.56,2.76,2.83,3.64,Bronx,09X
09X555,Mount Eden Children's Academy,378,4,3,3,3,4,4,4,4,4,4,4,4,0.235,0.18,0.087,0.894,0.138,0.7959999999999999,0.003,0.20600000000000002,0.772,0.005,1.5,0.593,0.95,0.134,0.978,4.5,4.25,4.09,4.34,4.26,Bronx,09X
09X568,Young Women's Leadership School of the Bronx,252,3,3,4,3,3,4,4,4,4,4,4,4,0.075,0.171,0.008,0.8320000000000001,0.139,0.7140000000000001,0.024,0.33299999999999996,0.615,0.016,5.8,0.583,0.937,0.204,0.968,4.48,4.23,3.86,3.94,3.84,Bronx,09X
10X003,P.S. 3 Raul Julia Micro Society,325,3,4,3,3,3,4,4,4,4,4,4,4,0.138,0.225,0.052000000000000005,0.914,0.28600000000000003,0.818,0.009000000000000001,0.292,0.695,0.003,15.0,0.8079999999999999,0.9109999999999999,0.33399999999999996,0.963,4.22,3.81,3.48,3.53,3.53,Bronx,10X
10X007,Milton Fein School,758,4,2,4,3,4,4,4,4,4,4,4,4,0.22399999999999998,0.136,0.066,0.772,0.20600000000000002,0.645,0.047,0.062,0.818,0.069,1.4,0.875,0.953,0.10099999999999999,0.977,4.35,3.49,4.38,3.89,3.9,Bronx,10X
10X008,P.S. 008 Isaac Varian,1001,3,2,4,3,3,4,4,4,4,4,4,4,0.263,0.255,0.068,0.866,0.205,0.772,0.044000000000000004,0.079,0.799,0.063,2.7,0.8270000000000001,0.915,0.32799999999999996,0.946,4.38,3.57,3.93,3.33,3.74,Bronx,10X
10X009,P.S. 9 Ryer Avenue Elementary School,779,2,2,4,3,3,3,3,3,4,3,4,3,0.344,0.24,0.091,0.961,0.344,0.9109999999999999,0.013999999999999999,0.14800000000000002,0.81,0.01,8.8,0.843,0.904,0.391,0.9570000000000001,3.91,3.68,3.81,2.91,3.44,Bronx,10X
10X015,P.S. X015 Institute for Environmental Learning,480,3,3,3,3,3,3,3,4,3,3,3,3,0.098,0.19399999999999998,0.023,0.863,0.177,0.752,0.01,0.115,0.863,0.002,8.4,0.9059999999999999,0.945,0.155,0.9440000000000001,3.57,3.5,3.63,3.71,3.73,Bronx,10X
10X020,"P.S./M.S. 20 P.O.George J. Werdann, III",1054,2,3,4,3,2,3,3,3,3,3,3,3,0.24600000000000002,0.267,0.09,0.877,0.16899999999999998,0.795,0.094,0.10800000000000001,0.7240000000000001,0.054000000000000006,1.0,0.688,0.912,0.32799999999999996,0.956,2.33,2.68,3.1,2.06,2.08,Bronx,10X
10X023,P.S. 023 The New Children's School,442,2,2,3,2,3,3,3,3,3,3,3,3,0.21,0.276,0.127,0.9570000000000001,0.364,0.898,0.005,0.35100000000000003,0.631,0.009000000000000001,8.8,0.907,0.9009999999999999,0.395,0.961,3.47,3.61,3.03,3.42,3.83,Bronx,10X
